artikelordernummer;Artikelname;EAN;Meta titel;Produktbeschreibung;Anwendung;Inhaltsstoffe
PF0101SL500FI;Liquid Soap Marseille 495ml FIG OF PROVENCE;3551780000133;Verwöhne deine Hände mit der süßen Feigennote der Liquid Soap Marseille 495ml Fig of Provence von La Compagnie de Provence;Luxuriöse Seife mit exquisitem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Fig of Provence verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Liquid Marseille Soap Fig of Provence umhüllt die Sinne mit den Noten von süßen Früchten, die an die in Grasse entstandene Feige der Provence erinnern. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  Noten von süßen Früchten nachfüllbare, recyclebare Pumpflasche   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.;Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL500LA;Liquid Soap Marseille 495ml AROMATIC LAVENDER;3551780000157;Verwöhne deine Haut mit der Liquid Soap Marseille Aromatic Lavender - Jetzt bei Zalando.de bestellen!;Luxuriöse Seife mit beruhigendem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Aromatic Lavender verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel mit beruhigendem Lavendelduft eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  beruhigender Lavendelduft  nachfüllbare, recyclebare Pumpflasche;Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Linalool, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL500ME;Liquid Soap Marseille Mediterranean Sea;3551780000164;;Luxuriöse Seife mit mediterraner Brise Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Mediterranean Sea verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Mediterranean Sea vereint die Frische der Gischt mit den zarten Noten von sonnengereiften Blüten zu einem Duft, der an einen Tag am Mittelmeer erinnert. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  frische & zarte Noten nachfüllbare, recyclebare Pumpflasche   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.;Es ist Zeit, sich einzuschäumen! Drücken Sie ein- oder zweimal auf die Pumpe, um die Seife in Ihre nassen Hände zu geben, schäumen Sie sie sanft auf und spülen Sie sie dann mit klarem Wasser ab. Geeignet für den häufigen Gebrauch. Kann für den Körper verwendet werden. Nur zur äußerlichen Anwendung. Kontakt mit den Augen ist zu vermeiden. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;AQUA (WATER), POTASSIUM COCOATE, PARFUM (FRAGRANCE), POLYGLYCERYL-3 CAPRYLATE, GLYCERIN, HYDROXYETHYLCELLULOSE, LIMONENE, TETRASODIUM GLUTAMATE DIACETATE, COCOS NUCIFERA (COCONUT) OIL, POTASSIUM OLIVATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, VITIS VINIFERA SEED OIL, TETRASODIUM EDTA, CITRAL, TOCOPHEROL, DISODIUM PHOSPHATE, POLYSORBATE 60, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, OLEA EUROPAEA (OLIVE) FRUIT OIL, SODIUM PHOSPHATE
PF0101SL500PA;Liquid Soap Marseille 495ml PINK GRAPEFRUIT;3551780000188;Erlebe den frischen Duft von Pink Grapefruit mit Compagnie de Provence Liquid Soap Marseille - 495ml;Luxuriöse Seife mit sonnigem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Pink Grapefruit verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Pink Grapefruit vereint sich die Würze von Rosmarin und Thymian mit den frischen, fruchtigen Noten von Pampelmuse und Orange zu einem sonnendurchfluteten Duft. Die Flüssigseife präsentiert sich in einer eleganten, unzerbrechlichen und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.   Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  würzige & fruchtige Noten nachfüllbare, recyclebare Pumpflasche aus Glas   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.;Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Polyglyceryl-3 Caprylate, Limonene, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Linalool, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL500RO;Liquid Soap Marseille 495ml WILD ROSE;3551780000195;Verwöhne deine Haut mit Compagnie de Provence Wild Rose Flüssigseife - 495ml;Luxuriöse Seife mit verführerischem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Wild Rose verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Wild Rose offenbart ein Bouquet aus frisch geschnittenen Rosen einen sinnlichen und verführerischen Duft. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus unzerbrechlichem Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  Noten von frisch geschnittenen Rosen nachfüllbare, recyclebare Pumpflasche aus Glas *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.;Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Parfum (Fragrance), Glycerin, Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Hexyl Cinnamal, Linalool, Limonene, Alpha-Isomethyl Ionone, Tocopherol, Geraniol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL500VE;Liquid Soap Marseille 495ml FRESH VERBENA;3551780000201;Erfrischende Flüssigseife Marseille 495ml mit Verbena-Duft - Effektiv und sanft reinigend für deine Haut;Luxuriöse Seife mit herrlich erfrischendem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Fresh Verbena verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel mit dem Duft von frischem, zitronigem Eisenkraut eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  Noten von frischem, zitronigem Eisenkraut  nachfüllbare, recyclebare Pumpflasche aus Glas;Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Citral, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL300BO;Liquid Soap Marseille 300ml OLIVE WOOD;3551780000218;Erlebe den sinnlichen Duft von Olivenholz mit Compagnie de Provence Liquid Soap Marseille 300ml;Luxuriöse Seife mit sinnlichem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Olive Wood verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Olive Wood vereinen sich Zitrusfrüchte und Kampfer mit den Noten von sonnenerwärmten Hölzern zu einem sinnlichen Duft, der einen Hauch von Frische mit sich bringt. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  Noten von Kamper, Zitrusfrüchten & edlen Hölzern nachfüllbare, recyclebare Pumpflasche   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.;Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen diese gründlich ausspülen. Nur zur äußerlichen Anwendung. ;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Citral, Eugenol, Alpha-Isomethyl Ionone, Benzyl Salicylate, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL300CO;Liquid Soap Marseille 300ml COTTON FLOWER;3551780000225;Sanfte Reinigung mit Flair: Liquid Soap Marseille Cotton Flower - Jetzt entdecken!;Luxuriöse Seife mit floralem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Cotton Flower verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Der blumige, zarte und pudrige Duft der Seife umhüllt die Sinne und erinnert auf wunderbare Weise an die einzigartige Weichheit von Baumwolle. Liquid Marseille Soap Cotton Flower präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  pudriger, zarter & blumiger Duft nachfüllbare, recyclebare Pumpflasche;Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL300FI;Liquid Soap Marseille 300ml FIG OF PROVENCE;3551780000232;Verwöhne deine Haut mit fruchtig-süßer Liquid Soap Marseille Fig of Provence - jetzt entdecken!;Luxuriöse Seife mit exquisitem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Fig of Provence verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Liquid Marseille Soap Fig of Provence umhüllt die Sinne mit den Noten von süßen Früchten, die an die in Grasse entstandene Feige der Provence erinnern. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  Noten von süßen Früchten nachfüllbare, recyclebare Pumpflasche   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.;Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL300LA;Liquid Soap Marseille 300ml AROMATIC LAVENDER;3551780000256;Verwöhne deine Haut mit Compagnie de Provence Liquid Soap - Aromatic Lavender;Luxuriöse Seife mit beruhigendem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Aromatic Lavender verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel mit beruhigendem Lavendelduft eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  beruhigender Lavendelduft  nachfüllbare, recyclebare Pumpflasche;Anwendung der Compagnie de Provence Liquid Marseille Soap: Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspülen. Nur zur äußerlichen Anwendung. ;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Linalool, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL300ME;Liquid Soap Marseille Mediterranean Sea;3551780000263;;Luxuriöse Seife mit mediterraner Brise Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Mediterranean Sea verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Mediterranean Sea vereint die Frische der Gischt mit den zarten Noten von sonnengereiften Blüten zu einem Duft, der an einen Tag am Mittelmeer erinnert. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  frische & zarte Noten nachfüllbare, recyclebare Pumpflasche   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.;Es ist Zeit, sich einzuschäumen! Drücken Sie ein- oder zweimal auf die Pumpe, um die Seife in Ihre nassen Hände zu geben, schäumen Sie sie sanft auf und spülen Sie sie dann mit klarem Wasser ab. Geeignet für den häufigen Gebrauch. Kann für den Körper verwendet werden. Nur zur äußerlichen Anwendung. Kontakt mit den Augen ist zu vermeiden. Sollte das Produkt mit den Augen in Berührung kommen, gründlich mit Wasser ausspülen.;AQUA (WATER), POTASSIUM COCOATE, PARFUM (FRAGRANCE), POLYGLYCERYL-3 CAPRYLATE, GLYCERIN, HYDROXYETHYLCELLULOSE, LIMONENE, TETRASODIUM GLUTAMATE DIACETATE, COCOS NUCIFERA (COCONUT) OIL, POTASSIUM OLIVATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, VITIS VINIFERA SEED OIL, TETRASODIUM EDTA, CITRAL, TOCOPHEROL, DISODIUM PHOSPHATE, POLYSORBATE 60, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, OLEA EUROPAEA (OLIVE) FRUIT OIL, SODIUM PHOSPHATE
PF0101SL300PA;Liquid Soap Marseille 300ml PINK GRAPEFRUIT;3551780000287;Erlebe die erfrischende Kraft der Pink Grapefruit - Flüssigseife Marseille 300ml von Compagnie de Provence;Luxuriöse Seife mit sonnigem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Pink Grapefruit verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Pink Grapefruit vereint sich die Würze von Rosmarin und Thymian mit den frischen, fruchtigen Noten von Pampelmuse und Orange zu einem sonnendurchfluteten Duft. Die Flüssigseife präsentiert sich in einer eleganten, unzerbrechlichen und farbenfrohen Pumpflasche aus Glas – ein echter Hingucker in Badezimmer und Küche.   Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  würzige & fruchtige Noten nachfüllbare, recyclebare Pumpflasche aus Glas   *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.;Anwendung der Compagnie de Provence Liquid Marseille Soap Auf die feuchte Haut auftragen, sanft reiben und gründlich abspülen. Auch für die Körperreinigung geeignet. Bei Kontakt mit den Augen, diese gründlich ausspülen. Nur zur äußerlichen Anwendung. ;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Polyglyceryl-3 Caprylate, Limonene, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Linalool, Tocopherol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
PF0101SL300RO;Liquid Soap Marseille 300ml WILD ROSE;3551780000294;Verwöhne deine Haut mit Compagnie de Provence Liquid Soap Wild Rose - Traditionell hergestellt und angereichert mit natürlichen Ölen;Luxuriöse Seife mit verführerischem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Wild Rose verwandelt sich bei Kontakt mit Wasser in einen cremigen Schaum, der die Haut mit pflanzlichen Ölen wie Oliven- und Süßmandelöl aus der Provence und Traubenkernöl aus Frankreich effektiv reinigt. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. In Wild Rose offenbart ein Bouquet aus frisch geschnittenen Rosen einen sinnlichen und verführerischen Duft. Die Flüssigseife präsentiert sich in einer eleganten und farbenfrohen Pumpflasche aus unzerbrechlichem Glas – ein echter Hingucker in Badezimmer und Küche.    Mehr zu diesem Produkt  Flüssigseife mit 95 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  Noten von frisch geschnittenen Rosen nachfüllbare, recyclebare Pumpflasche aus Glas *Die restlichen 5% sind notwendig, um die richtigen Konservierungseigenschaften im Produkt und eine noch sensorischere Textur zu gewährleisten.;Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Parfum (Fragrance), Glycerin, Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Potassium Olivate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tetrasodium EDTA, Hexyl Cinnamal, Linalool, Limonene, Alpha-Isomethyl Ionone, Tocopherol, Geraniol, Disodium Phosphate, Polysorbate 60, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sodium Phosphate
